Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Visit Shop With Chiller And Overwrite Scenario,,,2018-06-25 16:27:57,2018-06-25 16:31:35,3m - 38.436s,ERROR
,,,,,,
Test Cases/LaunchingApp/LaunchApp,,,2018-06-25 16:27:58,2018-06-25 16:28:22,24.763s,PASSED
startApplication,,,2018-06-25 16:27:58,2018-06-25 16:28:17,19.055s,PASSED
delay,,,2018-06-25 16:28:17,2018-06-25 16:28:22,5.071s,PASSED
,,,,,,
Test Cases/Attendance/MarkSupervisorAttendance,,,2018-06-25 16:28:22,2018-06-25 16:28:46,23.915s,PASSED
verifyElementText,,,2018-06-25 16:28:23,2018-06-25 16:28:23,0.542s,PASSED
tap,,,2018-06-25 16:28:23,2018-06-25 16:28:24,1.164s,PASSED
verifyElementText,,,2018-06-25 16:28:24,2018-06-25 16:28:26,1.715s,PASSED
tap,,,2018-06-25 16:28:26,2018-06-25 16:28:26,0.337s,PASSED
tap,,,2018-06-25 16:28:26,2018-06-25 16:28:28,1.565s,PASSED
customkeywords.CustomKeywordsCollection.checkSupervisorSelfie,,,2018-06-25 16:28:28,2018-06-25 16:28:44,16.173s,PASSED
verifyElementExist,,,2018-06-25 16:28:44,2018-06-25 16:28:45,1.119s,PASSED
tap,,,2018-06-25 16:28:45,2018-06-25 16:28:46,0.973s,PASSED
,,,,,,
Test Cases/Attendance/MarkMerchandisersAttendance,,,2018-06-25 16:28:46,2018-06-25 16:29:58,1m - 11.748s,PASSED
verifyElementText,,,2018-06-25 16:28:47,2018-06-25 16:28:47,0.482s,PASSED
tap,,,2018-06-25 16:28:47,2018-06-25 16:28:47,0.368s,PASSED
customkeywords.CustomKeywordsCollection.markMerchandisersAttendance,,,2018-06-25 16:28:47,2018-06-25 16:28:48,0.227s,PASSED
waitForElementPresent,,,2018-06-25 16:28:48,2018-06-25 16:29:46,58.511s,PASSED
verifyElementText,,,2018-06-25 16:29:46,2018-06-25 16:29:46,0.263s,PASSED
customkeywords.CustomKeywordsCollection.selectMerchandiser,,,2018-06-25 16:29:46,2018-06-25 16:29:58,11.556s,PASSED
,,,,,,
Test Cases/WW/VisitWW,,,2018-06-25 16:29:58,2018-06-25 16:30:01,3.244s,PASSED
verifyElementText,,,2018-06-25 16:29:58,2018-06-25 16:29:58,0.125s,PASSED
tap,,,2018-06-25 16:29:58,2018-06-25 16:29:59,0.993s,PASSED
waitForElementPresent,,,2018-06-25 16:29:59,2018-06-25 16:30:01,1.654s,PASSED
verifyElementText,,,2018-06-25 16:30:01,2018-06-25 16:30:01,0.227s,PASSED
customkeywords.CustomKeywordsCollection.selectRoute,,,2018-06-25 16:30:01,2018-06-25 16:30:01,0.004s,NOT_RUN
,,,,,,
Test Cases/WW/ShopWithChiller/ChooseShopForShopOpen,,,2018-06-25 16:30:01,2018-06-25 16:30:31,29.887s,PASSED
swipe,,,2018-06-25 16:30:01,2018-06-25 16:30:02,0.775s,PASSED
swipe,,,2018-06-25 16:30:02,2018-06-25 16:30:03,0.772s,PASSED
verifyElementText,,,2018-06-25 16:30:03,2018-06-25 16:30:05,2.155s,PASSED
customkeywords.CustomKeywordsCollection.selectShopWithChiller,,,2018-06-25 16:30:05,2018-06-25 16:30:10,5.235s,PASSED
verifyElementText,,,2018-06-25 16:30:10,2018-06-25 16:30:12,1.552s,PASSED
tap,,,2018-06-25 16:30:12,2018-06-25 16:30:13,0.524s,PASSED
verifyElementExist,,,2018-06-25 16:30:13,2018-06-25 16:30:13,0.003s,NOT_RUN
tap,,,2018-06-25 16:30:13,2018-06-25 16:30:13,0.003s,NOT_RUN
waitForElementPresent,,,2018-06-25 16:30:13,2018-06-25 16:30:28,15.687s,PASSED
tap,,,2018-06-25 16:30:28,2018-06-25 16:30:29,0.492s,PASSED
verifyElementExist,,,2018-06-25 16:30:29,2018-06-25 16:30:30,1.125s,PASSED
tap,,,2018-06-25 16:30:30,2018-06-25 16:30:30,0.578s,PASSED
verifyElementExist,,,2018-06-25 16:30:30,2018-06-25 16:30:31,0.701s,PASSED
,,,,,,
Test Cases/WW/ShopOpen/VisitShopOpen,,,2018-06-25 16:30:31,2018-06-25 16:30:41,9.987s,PASSED
tap,,,2018-06-25 16:30:32,2018-06-25 16:30:33,1.543s,PASSED
verifyElementExist,,,2018-06-25 16:30:33,2018-06-25 16:30:34,1.178s,PASSED
tap,,,2018-06-25 16:30:34,2018-06-25 16:30:35,0.998s,PASSED
delay,,,2018-06-25 16:30:35,2018-06-25 16:30:40,5.003s,PASSED
tap,,,2018-06-25 16:30:40,2018-06-25 16:30:41,0.847s,PASSED
,,,,,,
Test Cases/WW/ShopOpen/VisitShopProducts,,,2018-06-25 16:30:41,2018-06-25 16:31:35,54.310s,ERROR
verifyElementText,,,2018-06-25 16:30:41,2018-06-25 16:30:42,0.672s,PASSED
customkeywords.CustomKeywordsCollection.visitShopProducts,,,2018-06-25 16:30:42,2018-06-25 16:31:35,53.357s,ERROR
